5.828967985783894790e+01,7.520479054885327059e+02,5.568501500713907717e+02,1.324355514855071078e+03,1.263686097415649328e+03,1.204214679111622900e+03,1.389720846942609114e+03,1.433371366783333997e+03,1.373687669288726056e+03,1.452555517619058264e+03,1.402510112926439206e+03
6.054801038329490837e+01,7.116502466982110491e+02,5.437654905411218351e+02,1.390892125594034496e+03,1.239752824177005550e+03,1.164451545424024062e+03,1.378968325918009214e+03,1.480317692236993935e+03,1.386747944617655776e+03,1.453322401502143975e+03,1.427577370940717628e+03
5.733789119789605593e+01,6.883690736947437472e+01,5.796466706237116284e+01,1.259775164032214889e+03,4.028379277185911178e+02,2.767623211846553204e+02,3.065406914615778078e+02,2.503248613274363095e+02,3.355854248865348382e+02,3.069916823670891972e+02,2.820884223621501405e+02
5.890357938934038629e+01,6.921132896773708580e+02,5.211613182504032693e+02,8.414312105798859420e+01,1.088241385120548102e+03,9.908961220886478714e+02,9.226145830464196251e+01,1.025111975415978236e+02,9.103438905998882547e+01,8.925184767925424012e+01,8.513064476626888677e+01
6.069467506399175249e+01,5.717465162580305105e+01,5.739651954900479325e+01,1.175319289815414976e+02,6.935288195440045911e+01,7.155804343148221847e+01,1.093561883762783538e+02,9.034818892922066880e+01,9.659980033434779045e+01,9.608637522762657568e+01,1.052388666881643644e+02
5.757235124748642363e+01,6.889262370233881256e+02,5.336616039667756013e+02,1.368648815211454348e+03,1.243541098443169858e+03,1.167592242395032372e+03,1.359193988596012787e+03,1.413020360602634355e+03,1.397082411594573614e+03,1.427180906539781063e+03,1.391874990167152191e+03
5.868247067424067609e+01,8.249343793937211444e+01,6.922590232678938094e+01,3.016929628489375546e+02,5.498682042606031928e+02,8.659840710706241680e+02,1.952162042967092077e+02,1.652835315325546048e+02,1.767867686401453682e+02,2.628028725724331025e+02,3.701061505848679190e+02
5.959448581686213231e+01,6.257979141953713054e+01,9.475915048626288240e+01,3.104103528918064399e+02,6.981639515755936145e+02,7.458598243143951549e+02,3.935330390863038019e+02,2.363757222839195720e+02,2.517095760495299146e+02,2.625480566976582395e+02,9.114427518023273933e+02
5.894832554699132743e+01,8.936689148869302812e+01,5.713566456467174248e+01,1.575353633655425085e+02,3.268692147153955716e+02,2.241364016138488182e+02,8.424372645789810576e+01,8.981978987242054302e+01,8.761288413047938661e+01,8.362052175278262212e+01,8.214498656098089668e+01
5.860009795454345749e+01,8.576094019967192139e+01,4.486881715973933069e+02,5.262141317684837531e+02,3.115204514402877294e+02,6.688189115825894078e+02,3.158653718136994826e+02,2.424976384463509191e+02,3.439794699978758103e+02,2.326144727313616158e+02,1.351461575055132471e+03
5.819371198007013390e+01,9.398410886773542927e+01,5.708632368067103613e+01,1.165339181215565759e+03,3.049463434204642454e+02,3.018252353745000391e+02,2.063639688932253193e+02,2.940084314828902166e+02,2.329793156650371202e+02,2.135456378521874399e+02,3.081932417683139533e+02
